Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2005-12-08,19.3531,19.6323,19.3165,19.5611,898689.01474387
2005-12-09,19.7026,19.7382,19.3165,19.6323,958282.12154647
2005-12-12,19.7729,19.9462,19.7729,19.9106,993863.31957885
2005-12-13,19.9106,20.0474,19.8393,20.0175,1821890.4676022
2005-12-14,20.0474,20.6395,20.0175,20.3276,1935024.6376009
2005-12-15,20.5028,20.6395,19.9828,19.9828,1706265.0737511
2005-12-16,19.9828,20.4672,19.7729,20.4335,1768703.5133405
2005-12-19,20.4335,20.7782,20.3978,20.7474,520033.37360064
2005-12-20,20.7474,21.6478,20.5028,21.198,2153059.1660411
2005-12-21,21.2626,21.5072,20.8119,20.8485,1163992.4129376
2005-12-22,21.0199,21.198,20.7474,20.7474,899992.26023566
2005-12-23,20.9188,21.2626,20.9188,21.0565,527350.24032187
2005-12-27,21.198,21.8549,21.0565,21.8549,312035.3931112
2005-12-28,21.9925,22.4124,21.9281,22.3431,896682.74359635
2005-12-29,22.5858,22.6195,22.2054,22.3787,635004.54859933
2005-12-30,22.3787,22.3787,21.2992,21.7181,2044405.8759603
2006-01-02,21.4755,22.2054,21.3695,22.2054,4828535.969945
2006-01-03,22.2371,22.5502,22.1341,22.2718,2223905.8755485
2006-01-04,22.7938,23.7317,22.6926,23.6999,4474301.3839655
2006-01-05,23.9435,24.4289,23.7664,24.01,3177128.704636
2006-01-06,24.1871,24.3942,23.4861,24.0446,3576765.0405331
2006-01-09,24.2527,24.4953,23.2454,23.6296,3128563.858489
2006-01-10,23.7317,24.01,23.0355,23.0355,3138907.7854561
2006-01-11,23.3503,23.9744,23.2454,23.5227,2889337.8314425
2006-01-12,23.4572,23.7664,23.2801,23.6296,1766407.5167012
2006-01-13,23.2801,23.4572,22.97,23.3138,1031608.6320374
2006-01-16,23.1423,23.9069,23.1423,23.8366,2239634.1275155
2006-01-17,23.9069,24.1871,23.8366,23.9744,2434769.9576772
2006-01-18,23.4572,24.2883,23.3503,24.2527,1590674.9869491
2006-01-19,24.2883,25.8175,24.2883,25.5749,2203443.3636634
2006-01-20,25.7829,26.5109,25.7829,26.4097,1225797.402527
2006-01-23,25.8888,26.5109,25.7115,26.2672,1220952.0292484
2006-01-24,26.9269,27.5903,26.7545,26.9269,1233963.7153138
2006-01-25,27.7993,28.2857,27.4854,28.2857,1262423.2738381
2006-01-26,28.8066,29.0493,28.0411,28.1797,1931100.3629288
2006-01-27,28.564,29.5356,28.2857,29.0146,2539753.3915285
2006-01-30,29.2217,29.4653,28.3194,29.0146,1633879.3922765
2006-01-31,27.7993,27.7993,25.0172,25.3669,13740613.595499
2006-02-01,24.3229,25.9187,23.9744,25.0876,5418367.2260039
2006-02-02,25.7463,25.9187,25.2956,25.6095,4208172.4238865
2006-02-03,25.5036,26.1324,24.947,25.1906,3711362.7811053
2006-02-06,25.6451,26.0602,25.5749,25.8888,2223640.034237
2006-02-07,26.1324,26.4762,25.7115,26.1661,2491700.4975946
2006-02-08,25.26,25.3669,24.2527,25.1232,3538778.809386
2006-02-09,25.6095,25.6095,25.1588,25.26,2223337.8474337
2006-02-10,25.2956,25.3669,24.1515,24.3586,1769624.6119471
2006-02-13,23.178,23.9435,23.1423,23.5584,3502288.9740585
2006-02-14,23.8366,24.2527,23.6296,23.9435,1373499.2505581
2006-02-15,24.5319,25.0876,24.4607,25.0876,1906667.8848963
2006-02-16,24.6716,24.947,24.1871,24.1871,1447465.4417048
2006-02-17,24.4289,25.3312,24.3586,25.1906,3599109.2104508
2006-02-20,25.3669,25.6095,25.1906,25.4332,1635563.7462109
2006-02-21,25.4332,25.6095,25.0172,25.3669,1797084.1502254
2006-02-22,25.3669,25.9553,25.1906,25.8888,1963177.8555514
2006-02-23,25.9187,26.3394,25.7463,25.8522,2459075.7457097
2006-02-24,25.7463,25.8522,25.4015,25.7115,1556948.4474413
2006-02-27,25.7115,26.1979,25.7115,25.9187,2146590.7069428
2006-02-28,25.26,25.6095,24.8449,24.9816,2986045.9160316
2006-03-01,25.3669,25.5749,25.0172,25.3312,1390765.4360497
2006-03-02,25.6769,25.8522,25.4015,25.7829,1650445.6674402
2006-03-03,25.7463,26.0265,25.3669,26.0265,901208.27654712
2006-03-06,26.0602,26.1324,25.8175,25.9899,662489.00950066
2006-03-07,25.8522,25.8522,25.0172,25.6769,2422670.0242347
2006-03-08,25.4015,25.5392,24.01,24.1871,2229587.1951386
2006-03-09,24.4953,24.6716,23.9069,24.3229,1432859.7462132
2006-03-10,24.4953,24.5319,23.801,24.2883,1350978.5453945
2006-03-13,24.5319,24.7399,24.2527,24.4953,757515.85548318
2006-03-14,24.2527,24.6716,24.1515,24.3229,1107922.7419546
2006-03-15,24.7033,25.1232,24.6716,24.8449,1392621.1330169
2006-03-16,25.0172,25.1906,24.6716,25.1588,1623008.9748996
2006-03-17,25.4679,25.8888,24.8449,24.8449,6574610.7800891
2006-03-20,25.4015,25.9553,25.3312,25.3669,1731390.1930131
2006-03-21,25.4015,25.8888,25.0172,25.4679,1863627.5535034
2006-03-22,25.3669,25.8888,25.1588,25.5036,1399331.5492464
2006-03-23,25.7829,26.8257,25.7829,26.7545,3023070.5493099
2006-03-24,27.105,27.626,27.0694,27.1705,2460016.5747261
2006-03-27,27.4498,27.6924,27.313,27.626,1044264.1322832
2006-03-28,27.626,27.729,27.3476,27.626,990541.34162807
2006-03-29,27.52,28.1123,26.8604,27.9717,1237385.3837564
2006-03-30,28.1441,29.4306,28.1441,29.187,1944953.1875188
