Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2006-01-02,71.8367,73.8934,71.4194,73.8934,91506.33244329
2006-01-03,74.0993,76.5652,73.4809,76.5652,391382.43160289
2006-01-04,78.2095,78.2095,75.5345,77.8018,668344.47196619
2006-01-05,77.5952,77.5952,75.3286,76.5652,373959.02530363
2006-01-06,76.771,77.3975,75.7411,76.5652,689125.20413796
2006-01-09,77.1836,77.8018,75.9541,76.1527,546889.80164759
2006-01-10,75.7411,76.1527,73.6868,73.6868,510664.13159662
2006-01-11,74.9233,75.9541,73.8934,75.7411,486149.45839911
2006-01-12,75.7411,76.3593,74.5117,75.7411,369543.7081783
2006-01-13,73.2751,73.6868,72.4533,72.4533,626999.80910887
2006-01-16,72.4533,73.4809,72.4533,72.865,542889.50451019
2006-01-17,73.2751,74.0993,71.8367,73.0709,500623.12561998
2006-01-18,71.8367,72.6527,70.8026,71.6252,295926.59551326
2006-01-19,72.865,74.5117,72.6527,73.4809,366425.48337346
2006-01-20,73.6868,75.1228,72.865,74.3051,179640.47262644
2006-01-23,73.2751,75.9541,72.2483,75.9541,194233.07094833
2006-01-24,75.7411,75.7411,73.2751,73.8934,295133.72150647
2006-01-25,74.9233,74.9233,72.865,73.8934,345549.35854775
2006-01-26,73.6868,73.6868,72.2483,72.865,446104.36559355
2006-01-27,72.865,72.865,71.0076,72.4533,195417.42649597
2006-01-30,72.6527,73.0709,71.6252,72.865,166130.64287008
2006-01-31,72.4533,73.2751,71.4194,72.2483,420217.02927178
2006-02-01,71.4194,72.4533,70.1787,71.6252,310255.31545476
2006-02-02,72.4533,72.4533,69.562,69.9737,384859.80403138
2006-02-03,69.1519,69.3569,67.3035,67.7111,373270.21601022
2006-02-06,68.3294,71.8367,68.3294,71.8367,224569.17376759
2006-02-07,71.8367,71.8367,69.9737,71.2135,200751.98192292
2006-02-08,70.3854,72.865,70.1787,71.4194,391726.83624959
2006-02-09,72.2483,72.4533,69.7678,70.8026,167720.10748057
2006-02-10,70.1787,71.2135,69.9737,70.3854,279021.03504969
2006-02-13,70.1787,70.5976,69.562,69.562,202184.11059769
2006-02-14,70.3854,70.3854,69.562,69.562,470419.58142373
2006-02-15,69.9737,70.8026,68.3294,68.7403,893894.82731718
2006-02-16,69.9737,70.3854,69.3569,69.9737,530006.54076545
2006-02-17,70.8026,72.0425,70.3854,72.0425,1217988.2719217
2006-02-20,72.4533,74.9233,71.6252,74.5117,589950.29341023
2006-02-21,74.9233,74.9233,73.6868,73.6868,239026.73573519
2006-02-22,74.0993,75.3286,72.4533,73.6868,568537.73976429
2006-02-23,73.0709,75.7411,73.0709,75.1228,557065.84397851
2006-02-24,75.5345,76.5652,73.8934,76.5652,600942.74819502
2006-02-27,76.5652,80.066,75.9541,78.6163,653566.04379896
2006-02-28,78.2095,80.6786,76.9769,77.3975,766741.37507476
2006-03-01,77.5952,78.4128,77.3975,78.2095,270621.52604023
2006-03-02,78.6163,80.066,78.6163,79.8545,354984.55922858
2006-03-03,79.8545,79.8545,76.1527,77.1836,963828.79244754
2006-03-06,77.1836,79.4468,76.771,79.2435,259854.54480112
2006-03-07,79.04,79.04,76.9769,78.2095,765332.78484706
2006-03-08,78.2095,78.2095,76.1527,77.3975,636658.00560411
2006-03-09,78.2095,78.6163,75.7411,75.7411,424721.54472287
2006-03-10,75.5345,76.1527,74.0993,75.3286,361561.69688805
2006-03-13,75.7411,76.5652,74.9233,75.3286,216742.02068178
2006-03-14,74.9233,74.9233,73.0709,73.0709,496669.90537674
2006-03-15,75.1228,75.5345,74.0993,74.5117,274702.34944394
2006-03-16,74.5117,74.9233,74.0993,74.9233,355008.09767565
2006-03-17,75.5345,76.5652,74.5117,74.5117,1174155.9668681
2006-03-20,74.5117,76.3593,74.5117,75.3286,74543.784160475
2006-03-21,74.3051,76.3593,74.3051,74.7175,188674.28084133
2006-03-22,73.8934,74.0993,73.2751,73.6868,337755.6548341
2006-03-23,73.8934,75.3286,73.8934,75.3286,123056.52358545
2006-03-24,75.7411,76.1527,74.7175,75.1228,80748.023263626
2006-03-27,75.1228,77.3975,74.9233,77.3975,101516.36677904
2006-03-28,77.3975,77.3975,76.3593,76.5652,215838.88763342
2006-03-29,75.1228,78.2095,74.3051,78.2095,273862.39854299
2006-03-30,78.6163,79.4468,77.8018,79.4468,339421.929114
2006-03-31,78.6163,79.4468,77.8018,78.6163,411350.4679177
2006-04-03,78.4128,81.0904,78.4128,80.2702,239517.32652689
2006-04-04,80.2702,81.0904,77.3975,79.04,782263.12262335
2006-04-05,80.066,81.9218,77.5952,77.5952,699085.68384829
2006-04-06,79.8545,80.6786,78.4128,79.04,482567.89784655
2006-04-07,79.8545,80.2702,79.04,79.4468,300270.05843172
