Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Zwrot,Beta
2005-05-30,56.5978,56.5978,55.78,55.9843,299941.75903829,-0.007270238304225796,1.3826889031502012
2005-05-31,55.9843,56.3943,55.9843,56.3943,740292.83262005,0.007323481761851047,1.4027206762916886
2005-06-01,55.9843,56.1893,55.3692,55.78,689184.66968847,-0.01089294485435588,1.4040423670780315
2005-06-02,55.9843,57.2176,55.78,55.78,552791.75753565,0.0,1.4881959189876255
2005-06-03,55.78,58.0435,55.78,57.2176,588119.25000079,0.02577267837934727,1.3735018258697314
2005-06-06,57.4235,60.1002,57.2176,60.1002,783831.52651804,0.05037960347864989,1.4268378392779804
2005-06-07,60.1002,60.7201,58.2476,60.5167,1606469.280206,0.006930093410670857,1.5944602867171966
2005-06-08,59.6869,60.9258,59.6869,60.5167,1075921.3551578,0.0,1.6088626878885566
2005-06-09,60.306,61.7509,60.306,61.34,761914.75455841,0.013604509168543721,1.6023799413947255
2005-06-10,61.34,61.5394,60.1002,60.306,1136937.965443,-0.016856863384414833,1.5634975707146606
2005-06-13,59.6869,61.34,59.0717,60.1002,380498.99699403,-0.0034125957616156777,1.627891209676749
2005-06-14,60.306,60.5167,59.2768,59.4818,172192.41242513,-0.010289483229673158,1.644801288396232
2005-06-15,59.6869,61.1301,59.4818,60.9258,200925.42311191,0.024276333264965144,1.5970297736616648
2005-06-16,61.1301,61.1301,58.8612,58.8612,467225.78581512,-0.03388712171198416,1.592552229421675
2005-06-17,58.8612,60.7201,58.8612,60.7201,1205662.797713,0.03158107547926314,1.6578505946880644
2005-06-20,60.1002,60.9258,60.1002,60.5167,584109.04193831,-0.0033497968547483437,1.725385538126169
2005-06-21,60.306,60.5167,60.1002,60.5167,496875.55707225,0.0,1.7248990078330173
2005-06-22,60.306,62.5678,60.306,61.34,1301759.1273363,0.013604509168543721,1.7673515262962356
2005-06-23,61.7509,61.7509,60.306,60.7201,324876.40768627,-0.010105966742745331,1.8326272913768216
2005-06-24,60.1002,60.306,59.0717,60.1002,404084.52096483,-0.010209139971772085,1.7318268449104441
2005-06-27,59.896,60.1002,58.6569,59.4818,313556.89237367,-0.010289483229673158,1.6530346401618152
2005-06-28,59.4818,59.896,58.4519,59.2768,407985.70885137,-0.00344643235409825,1.6466018356732475
2005-06-29,59.6869,59.6869,58.4519,59.0717,462552.78463759,-0.003460038328654713,1.6362344025765394
2005-06-30,58.4519,59.2768,58.0435,59.2768,553443.40085998,0.0034720517608262114,1.638027552056435
2005-07-01,59.0717,60.1002,58.6569,60.1002,583861.26881119,0.013890763334053036,1.5951441597986566
2005-07-04,60.1002,60.5167,59.2768,59.6869,531297.43875776,-0.006876848995510776,1.5925098675616938
2005-07-05,59.2768,59.6869,58.8612,59.2768,1154953.5495161,-0.006870854408588811,1.5348306834531822
2005-07-06,58.8612,60.7201,58.8612,58.8612,763412.54311186,-0.007011174692291178,1.499430250131004
2005-07-07,59.2768,59.2768,56.5978,57.6333,628952.2613506,-0.020860940653605442,1.5287596029956971
2005-07-08,57.8319,58.6569,57.8319,58.6569,145885.10065289,0.017760565506399928,1.5129770228354131
2005-07-11,59.0717,59.0717,58.4519,58.4519,153833.66257098,-0.003494900003239154,1.315246933796114
2005-07-12,58.6569,59.896,57.8319,59.896,259831.00635404,0.02470578372987009,1.312734278878379
2005-07-13,59.2768,60.9258,59.2768,59.2768,578691.48251377,-0.010337919059703493,1.3644411060519592
2005-07-14,59.6869,60.1002,59.2768,59.2768,152281.36392956,0.0,1.3557094021880984
2005-07-15,58.8612,59.2768,58.6569,58.8612,221126.36616622,-0.007011174692291178,1.4373306312190952
2005-07-18,58.8612,59.6869,58.0435,58.4519,583338.46751296,-0.006953646884535036,1.3890622443524294
2005-07-19,58.2476,58.8612,57.8319,58.8612,755712.99318653,0.007002338675047293,1.1501201989506633
2005-07-20,58.8612,59.4818,58.0435,58.8612,455476.38412697,0.0,1.150315582561469
2005-07-21,59.0717,59.2768,58.0435,58.0435,508066.23035874,-0.013892003560919464,1.150484042845414
2005-07-22,58.0435,58.2476,57.0126,57.0126,593668.1291827,-0.017760817318046018,1.1479533384556413
2005-07-25,57.2176,58.0435,56.8084,57.8319,173693.9175755,0.014370507572010416,1.1775576379536912
2005-07-26,58.2476,58.4519,57.8319,58.0435,346753.53594556,0.0036588803065435993,1.2160827604027715
2005-07-27,58.0435,59.896,57.6333,59.6869,612611.62361686,0.028313247822753684,1.2580488387183983
2005-07-28,60.1002,60.9258,59.2768,60.7201,347315.98094413,0.017310331077673657,1.272405456817089
2005-07-29,60.9258,62.7792,60.7201,62.5678,1078411.4750854,0.03042979178229288,1.2534382720159947
2005-08-01,61.9542,62.9785,61.5394,62.1601,531410.1755306,-0.0065161313007648936,1.2416837171993582
2005-08-02,62.3643,64.8351,62.3643,64.4258,463123.90169561,0.03644942656141148,1.1890252924750428
2005-08-03,63.8051,64.0158,62.7792,62.9785,702327.79521669,-0.022464602690226543,1.2961183503118585
2005-08-04,62.1601,63.8051,62.1601,63.3943,297639.94668732,0.006602253149884607,1.314763488753041
2005-08-05,63.8051,65.6593,63.8051,64.6301,551557.84736258,0.019493866167778373,1.3075526678619973
2005-08-08,64.6301,67.0977,64.6301,66.8869,224419.27102568,0.03491871434517346,1.3266450280240698
2005-08-09,67.0977,68.3294,67.0977,68.3294,893682.98129349,0.021566255873721296,1.4136743213839755
2005-08-10,68.7403,71.2135,67.7111,68.3294,1252184.6800616,0.0,1.367756881906684
2005-08-11,68.3294,69.3569,67.917,68.7403,576207.55691437,0.0060135168756054735,1.2819364300912086
2005-08-12,67.917,68.7403,67.7111,67.917,236716.25132477,-0.011976962567809668,1.297820193020241
2005-08-16,68.3294,68.528,67.3035,67.7111,695418.64156687,-0.0030316415624953574,1.3145922857698604
2005-08-17,67.917,67.917,67.0977,67.917,241291.38211709,0.0030408603611520313,1.3072066750932976
2005-08-18,67.917,67.917,66.8869,67.7111,314352.24411174,-0.0030316415624953574,1.2300393852992435
2005-08-19,67.917,67.917,66.6828,67.5077,238179.35164043,-0.003003938792901062,1.1625878140730683
2005-08-22,67.0977,68.3294,67.0977,68.3294,149372.50741714,0.012171944829997283,1.1223483241503767
2005-08-23,68.1212,68.1212,67.0977,67.3035,106373.95893628,-0.015014034954207278,1.1266092878560732
2005-08-24,67.5077,68.1212,67.3035,67.5077,570633.90041975,0.0030340175473786424,1.1317724614173559
2005-08-25,67.3035,67.5077,66.2736,66.2736,527694.8174894,-0.01828087758877872,1.0991827006653991
2005-08-26,66.2736,66.8869,65.8635,66.4777,317897.87756086,0.003079657661572588,1.2170342847285742
2005-08-29,66.0693,66.8869,66.0693,66.6828,76914.972987039,0.0030852451273133408,1.1635359852817289
2005-08-30,66.2736,68.3294,66.2736,67.5077,677816.83861608,0.012370506337466391,1.1384012972327155
2005-08-31,67.917,68.1212,66.4777,66.8869,815131.4668018,-0.009195988013219303,1.1317125984873582
2005-09-01,67.3035,69.9737,67.3035,69.1519,1352455.9868768,0.03386313313967304,1.1392918685064064
2005-09-02,69.3569,69.9737,67.3035,67.917,1108880.1365277,-0.017857788433867983,1.2214595446671817
2005-09-05,67.7111,69.1519,67.7111,68.1212,246565.2331279,0.0030066110104980392,1.1922867941013173
2005-09-06,67.7111,69.562,67.7111,69.562,214152.79150335,0.021150537571269945,1.0965042667575637
2005-09-07,69.9737,70.5976,69.1519,70.3854,680111.21777324,0.011836922457663768,1.109881960074987
2005-09-08,69.9737,71.2135,69.1519,69.3569,641141.46033939,-0.014612405413622853,1.1132250367240768
2005-09-09,69.1519,71.6252,69.1519,71.0076,178063.39667231,0.023800083337057965,1.1097360821727096
2005-09-12,71.6252,73.4809,71.6252,73.4809,262913.30405545,0.03483148282719051,1.1193992524032883
2005-09-13,73.6868,73.6868,72.2483,73.2751,330811.81294649,-0.00280072780817886,1.1478189768949703
2005-09-14,73.0709,73.2751,71.6252,73.2751,293063.57702936,0.0,1.2029580920422969
2005-09-15,72.2483,74.5117,72.2483,72.865,549200.286058,-0.0055967170293864665,1.1324642430382796
2005-09-16,73.6868,75.9541,73.0709,75.1228,955129.47795426,0.03098607012969201,0.9237406058671555
2005-09-19,76.1527,77.5952,75.7411,76.9769,1168076.8531942,0.02468092243633091,0.990301219692875
